id,customer_id,store_id,date,value,product_id,product_quantiy
8571,154,7,71,2024-03-16 09:50:36,222.95,14582,4
8572,155,4,32,2024-03-16 18:26:51,155.48,2204,4
8573,156,7,65,2024-03-16 23:24:26,89.96,6908,4
8574,163,2,15,2024-03-16 02:03:56,2110.47,1188,3
8575,169,5,41,2024-03-16 15:57:19,538.2,13647,3
8576,170,8,76,2024-03-16 16:20:28,494.97,12942,3
8577,181,7,71,2024-03-16 06:09:16,591.27,5432,3
8578,194,2,14,2024-03-16 01:04:34,2287.96,8330,5
8579,195,1,2,2024-03-16 13:07:49,65.03,3283,4
8580,197,9,84,2024-03-16 16:08:23,1007.97,6336,4
8581,4,6,55,2024-03-17 21:27:07,133.34,1231,4
8582,7,3,24,2024-03-17 11:13:14,1602.93,6895,5
8583,9,3,25,2024-03-17 05:16:53,373.41,9907,4
8584,21,4,32,2024-03-17 19:20:29,44.48,10187,4
8585,26,7,70,2024-03-17 03:17:14,392.38,6952,2
8586,29,4,32,2024-03-17 09:23:23,83.46,9981,1
8587,35,2,10,2024-03-17 19:27:06,5039.53,3972,5
8588,37,9,82,2024-03-17 08:56:38,115.17,1564,2
8589,42,9,85,2024-03-17 07:45:26,809.99,10071,1
8590,72,7,71,2024-03-17 12:32:10,71.1,9352,1
8591,73,7,69,2024-03-17 18:30:09,809.98,4516,2
8592,76,7,71,2024-03-17 20:17:55,137.69,11630,2
8593,77,2,11,2024-03-17 01:18:02,28.44,2397,2
8594,96,4,30,2024-03-17 21:54:45,313.64,9297,1
8595,102,2,12,2024-03-17 04:52:03,1796.4,6021,2
8596,105,2,10,2024-03-17 20:36:39,63.6,14560,1
8597,112,6,53,2024-03-17 12:03:25,1187.96,1993,4
8598,113,2,14,2024-03-17 02:54:12,143.88,5305,3
8599,115,3,26,2024-03-17 01:16:32,17.9,10164,1
8600,130,7,65,2024-03-17 05:30:20,323.98,13458,2
8601,134,2,12,2024-03-17 18:05:27,569.11,3353,3
8602,141,5,43,2024-03-17 07:24:49,38.85,7777,3
8603,143,5,44,2024-03-17 04:15:51,439.2,5518,1
8604,147,3,24,2024-03-17 07:52:01,1394.37,1882,4
8605,148,2,10,2024-03-17 09:34:05,216.0,12874,4
8606,158,7,66,2024-03-17 19:41:30,161.99,1075,1
8607,164,1,2,2024-03-17 20:50:55,344.88,11414,1
8608,167,4,31,2024-03-17 00:18:16,18.65,11260,2
8609,170,4,30,2024-03-17 03:17:05,1730.21,6131,5
8610,175,6,57,2024-03-17 03:31:40,89.95,941,2
8611,187,2,11,2024-03-17 08:06:01,116.9,3164,4
8612,197,6,53,2024-03-17 06:32:25,141.52,13418,5
8613,4,9,81,2024-03-18 13:36:13,1401.83,2077,2
8614,6,4,31,2024-03-18 14:24:20,377.98,325,3
8615,12,1,1,2024-03-18 15:32:26,71.99,11724,2
8616,16,8,76,2024-03-18 12:47:24,249.99,2782,1
8617,20,2,15,2024-03-18 11:55:02,69.83,12953,1
8618,30,2,13,2024-03-18 14:09:47,2406.37,5121,4
8619,32,7,64,2024-03-18 03:19:45,4964.4,2062,4
8620,42,3,25,2024-03-18 18:49:18,6.45,4418,2
8621,44,6,57,2024-03-18 20:02:57,49.5,10166,1
8622,45,3,27,2024-03-18 02:52:30,433.99,1730,1
8623,52,5,44,2024-03-18 21:19:51,398.0,6579,2
8624,59,4,30,2024-03-18 14:16:33,8.97,1985,1
8625,63,8,76,2024-03-18 09:27:06,524.75,11646,5
8626,65,3,27,2024-03-18 21:00:33,135.99,11611,1
8627,66,5,41,2024-03-18 13:46:41,375.0,4928,1
8628,67,4,32,2024-03-18 13:50:56,7.01,12152,1
8629,74,2,10,2024-03-18 16:19:49,106.89,7859,3
8630,80,2,12,2024-03-18 15:07:44,7144.95,11966,5
8631,86,1,2,2024-03-18 09:10:13,110.59,3977,2
8632,89,5,43,2024-03-18 02:24:38,1349.85,7024,5
8633,93,2,10,2024-03-18 01:30:47,28.88,8335,2
8634,95,2,11,2024-03-18 13:15:09,475.18,12463,3
8635,99,8,76,2024-03-18 22:13:00,1995.0,13913,5
8636,100,1,2,2024-03-18 12:30:38,43.16,11146,1
8637,119,8,76,2024-03-18 08:10:18,3749.95,12986,5
8638,131,6,56,2024-03-18 19:43:24,787.45,146,5
8639,132,6,51,2024-03-18 22:11:01,268.2,12496,2
8640,133,8,76,2024-03-18 19:29:15,974.91,538,5
8641,136,9,82,2024-03-18 06:52:29,8893.8,8904,5
8642,141,3,27,2024-03-18 05:45:30,302.72,14280,4
8643,143,3,28,2024-03-18 09:16:24,209.99,9776,1
8644,146,4,30,2024-03-18 06:58:38,836.97,13218,3
8645,152,5,42,2024-03-18 13:26:59,849.98,13110,2
8646,153,3,28,2024-03-18 01:48:40,1042.2,12541,2
8647,157,1,2,2024-03-18 13:00:59,5171.0,2664,4
8648,158,4,32,2024-03-18 16:10:54,617.75,13488,2
8649,164,3,28,2024-03-18 16:06:28,62.98,6179,2
8650,165,2,10,2024-03-18 05:20:50,44.56,10162,2
8651,166,5,44,2024-03-18 23:14:50,441.59,5346,1
8652,174,3,25,2024-03-18 08:01:15,821.07,6046,1
8653,184,2,13,2024-03-18 08:36:45,154.9,13054,1
8654,185,5,43,2024-03-18 16:29:47,6799.75,6390,5
8655,189,5,44,2024-03-18 00:05:23,884.95,4770,5
8656,191,6,56,2024-03-18 06:27:23,215.96,14354,4
8657,192,2,11,2024-03-18 01:41:04,2099.98,9564,4
8658,4,8,76,2024-03-19 11:47:19,66.99,4,1
8659,6,9,83,2024-03-19 22:35:12,1076.4,2421,2
8660,8,9,84,2024-03-19 03:20:49,3644.95,10826,5
8661,14,6,58,2024-03-19 18:32:45,275.38,8134,2
8662,21,5,42,2024-03-19 11:00:32,79.99,11642,1
8663,24,8,76,2024-03-19 00:24:02,6999.97,1966,5
8664,32,5,43,2024-03-19 16:32:27,45.59,3822,2
8665,37,4,32,2024-03-19 02:52:13,93.33,4869,3
8666,40,5,41,2024-03-19 23:50:37,598.92,13756,1
8667,46,1,2,2024-03-19 05:48:27,39.9,9363,1
8668,63,1,2,2024-03-19 01:02:22,251.22,3408,2
8669,65,4,30,2024-03-19 22:42:25,152.99,4297,2
8670,68,3,25,2024-03-19 17:34:10,289.52,13204,4
8671,75,6,51,2024-03-19 04:53:56,53.09,7195,1
8672,85,9,82,2024-03-19 16:59:22,129.34,5208,3
8673,99,8,76,2024-03-19 21:37:36,1599.98,8859,2
8674,106,1,1,2024-03-19 13:10:11,62.36,1065,1
8675,108,7,69,2024-03-19 04:22:32,8099.95,4186,5
8676,110,4,32,2024-03-19 03:08:29,186.3,5984,5
8677,114,4,31,2024-03-19 05:05:50,44.99,14530,1
8678,116,9,81,2024-03-19 11:56:48,1132.2,10943,4
8679,128,9,84,2024-03-19 11:14:53,1795.47,11765,5
8680,129,9,85,2024-03-19 10:41:50,563.85,2487,5
8681,130,2,10,2024-03-19 08:46:30,293.4,6195,1
8682,133,4,32,2024-03-19 05:47:36,265.45,4643,2
8683,135,8,76,2024-03-19 07:29:46,819.96,12356,4
8684,138,7,70,2024-03-19 18:24:06,72.85,9384,1
8685,143,7,64,2024-03-19 14:05:26,531.34,3415,2
8686,146,5,44,2024-03-19 10:23:48,95.98,12506,4
8687,148,9,81,2024-03-19 15:06:09,674.95,2701,5
8688,154,8,76,2024-03-19 11:41:44,250.19,2695,2
8689,155,8,76,2024-03-19 01:29:44,146.89,7738,3
8690,190,8,76,2024-03-19 15:14:18,143.98,3132,3
8691,194,2,12,2024-03-19 23:36:23,97.86,14075,4
8692,196,9,81,2024-03-19 13:07:32,456.33,4365,3
8693,7,1,2,2024-03-20 19:30:00,225.0,9284,1
8694,12,7,65,2024-03-20 19:16:33,179.98,2527,2
8695,22,5,41,2024-03-20 02:53:15,43.18,263,2
8696,25,6,55,2024-03-20 11:26:16,8099.95,901,5
8697,36,2,13,2024-03-20 19:23:28,559.98,1591,4
8698,45,2,13,2024-03-20 01:07:30,277.2,12014,2
8699,49,1,2,2024-03-20 18:42:27,628.19,7308,2
8700,52,2,10,2024-03-20 23:04:27,1484.97,13125,3
8701,53,1,2,2024-03-20 12:42:36,669.57,1201,5
8702,54,9,84,2024-03-20 11:11:38,3286.71,10059,3
8703,60,9,85,2024-03-20 05:11:23,255.64,5451,3
8704,71,3,25,2024-03-20 02:50:37,134.1,11188,1
8705,77,5,43,2024-03-20 21:36:49,89.97,8873,5
8706,85,4,30,2024-03-20 21:30:05,359.1,4253,2
8707,87,3,28,2024-03-20 19:55:34,250.0,1612,4
8708,90,2,10,2024-03-20 00:50:38,1117.38,3768,3
8709,91,7,71,2024-03-20 02:16:12,287.96,3685,4
8710,93,5,41,2024-03-20 15:25:34,44.73,13152,1
8711,111,4,32,2024-03-20 07:24:35,153.89,11926,1
8712,119,1,1,2024-03-20 15:14:43,478.8,3008,4
8713,122,9,82,2024-03-20 09:36:05,450.86,14537,5
8714,125,2,12,2024-03-20 16:08:31,86.77,10278,1
8715,126,1,2,2024-03-20 21:04:24,961.41,6848,4
8716,128,2,14,2024-03-20 20:12:04,35.99,12508,1
8717,130,2,10,2024-03-20 18:27:18,2697.0,11949,3
8718,131,9,84,2024-03-20 20:37:19,1096.2,6886,4
8719,133,9,84,2024-03-20 07:21:17,850.48,10642,1
8720,145,7,65,2024-03-20 08:36:09,86.27,12672,3
8721,146,8,76,2024-03-20 04:54:13,846.88,10561,2
8722,155,7,66,2024-03-20 23:00:19,16.95,12664,1
8723,162,5,42,2024-03-20 19:25:54,2399.98,6003,2
8724,167,5,42,2024-03-20 21:27:56,64.35,8545,1
8725,176,5,43,2024-03-20 11:06:03,95.19,14110,2
8726,180,2,11,2024-03-20 12:17:42,44.99,12713,1
8727,187,6,54,2024-03-20 22:34:16,215.98,11389,2
8728,194,4,31,2024-03-20 04:23:18,259.16,4912,4
8729,199,2,13,2024-03-20 15:56:26,2231.96,10194,4
8730,3,8,76,2024-03-21 00:23:15,2395.0,11414,5
8731,8,7,70,2024-03-21 16:10:24,29.67,14060,3
8732,19,1,1,2024-03-21 01:10:58,129.58,8799,3
8733,22,6,57,2024-03-21 10:05:56,382.45,6715,5
8734,26,4,31,2024-03-21 22:17:57,28.39,5010,1
8735,41,4,31,2024-03-21 02:55:26,212.94,8231,2
8736,45,7,70,2024-03-21 11:25:35,269.98,2991,2
8737,51,6,54,2024-03-21 14:04:52,379.35,1357,3
8738,55,7,71,2024-03-21 04:59:16,404.87,1678,3
8739,56,1,1,2024-03-21 13:47:10,768.94,4601,4
8740,61,8,76,2024-03-21 02:50:50,358.2,5515,3
8741,86,4,32,2024-03-21 14:09:05,728.95,12461,5
8742,92,5,43,2024-03-21 19:47:19,349.95,9544,5
8743,99,5,42,2024-03-21 07:43:03,104.99,9597,1
8744,103,3,28,2024-03-21 22:39:30,6719.97,2440,4
8745,106,8,76,2024-03-21 20:54:47,215.98,2139,2
8746,107,5,43,2024-03-21 15:50:44,83.83,11014,5
8747,109,4,31,2024-03-21 22:06:52,183.59,7526,2
8748,110,7,69,2024-03-21 10:35:59,134.98,2868,2
8749,111,7,71,2024-03-21 04:17:46,68.27,5315,1
8750,116,1,2,2024-03-21 03:00:28,378.86,10501,5
8751,127,5,41,2024-03-21 19:01:29,1127.98,12606,3
8752,128,8,76,2024-03-21 02:30:57,1799.96,11658,4
8753,134,8,76,2024-03-21 01:55:07,19.98,7175,2
8754,135,5,44,2024-03-21 17:59:06,161.91,1255,2
8755,137,8,76,2024-03-21 21:34:09,296.0,3145,2
8756,148,2,10,2024-03-21 05:47:38,129.57,3131,3
8757,159,7,71,2024-03-21 21:00:29,44.99,6294,1
8758,164,8,76,2024-03-21 14:37:03,648.97,4664,1
8759,169,5,41,2024-03-21 04:38:35,383.96,9551,4
8760,171,2,12,2024-03-21 13:50:06,275.0,10855,1
8761,174,2,15,2024-03-21 13:23:52,383.98,2710,4
8762,176,3,27,2024-03-21 10:47:21,89.98,14405,2
8763,179,1,1,2024-03-21 20:45:28,1124.88,6250,5
8764,181,7,67,2024-03-21 20:09:55,993.6,8507,3
8765,17,1,2,2024-03-22 13:41:20,573.09,9744,4
8766,19,3,23,2024-03-22 08:52:07,329.37,5352,1
8767,21,7,69,2024-03-22 22:41:56,224.95,9663,5
8768,30,6,57,2024-03-22 19:51:40,2123.82,715,4
8769,42,4,32,2024-03-22 05:13:42,161.97,2880,1
8770,43,1,2,2024-03-22 10:34:53,127.98,8155,2
8771,46,5,42,2024-03-22 12:12:12,365.38,7205,3
8772,54,1,1,2024-03-22 17:48:33,785.22,10542,5
8773,59,1,1,2024-03-22 20:00:02,72.89,7747,1
8774,76,7,70,2024-03-22 03:14:54,855.0,12589,4
8775,86,5,42,2024-03-22 13:55:13,50.38,231,4
8776,87,6,55,2024-03-22 17:02:05,195.43,4343,5
8777,102,8,76,2024-03-22 18:20:37,66.48,276,3
8778,105,7,64,2024-03-22 10:29:42,4.5,8108,5
8779,108,3,28,2024-03-22 03:28:48,5759.97,6672,4
8780,109,8,76,2024-03-22 13:49:07,139.9,7444,2
8781,115,5,42,2024-03-22 00:14:52,499.97,8997,1
8782,117,2,15,2024-03-22 03:36:31,89.55,3291,5
8783,119,8,76,2024-03-22 18:07:41,499.96,3247,4
8784,128,8,76,2024-03-22 15:11:31,287.98,13782,4
8785,129,4,31,2024-03-22 13:52:09,38.27,12524,2
8786,139,3,25,2024-03-22 15:56:58,134.99,12002,1
8787,142,3,28,2024-03-22 12:34:04,538.2,6423,1
8788,149,2,15,2024-03-22 12:34:49,62.16,2264,4
8789,156,2,11,2024-03-22 06:09:49,664.88,7835,4
8790,157,2,14,2024-03-22 05:59:54,51.98,13169,2
8791,161,1,1,2024-03-22 15:43:03,80.1,10706,1
8792,170,4,31,2024-03-22 14:41:01,1940.37,11784,4
8793,174,8,76,2024-03-22 19:29:57,339.98,4297,2
8794,175,8,76,2024-03-22 07:22:28,744.0,13350,3
8795,178,8,76,2024-03-22 17:49:39,3447.0,11967,3
8796,179,3,24,2024-03-22 07:05:58,239.97,11347,3
8797,180,3,25,2024-03-22 18:42:00,1199.97,1245,3
8798,181,4,30,2024-03-22 08:39:37,368.51,7132,5
8799,191,2,15,2024-03-22 09:30:50,350.97,1241,3
8800,197,3,27,2024-03-22 03:40:44,1359.99,8104,2
8801,198,9,84,2024-03-22 19:16:40,180.87,166,5
8802,3,6,55,2024-03-23 00:36:46,809.96,3296,2
8803,8,2,10,2024-03-23 07:28:07,99.98,4445,2
8804,12,2,14,2024-03-23 16:10:16,149.99,6852,1
8805,22,7,69,2024-03-23 16:21:04,103.93,14100,3
8806,24,5,43,2024-03-23 04:17:12,428.36,5461,4
8807,29,1,2,2024-03-23 18:56:58,359.98,9283,2
8808,38,5,43,2024-03-23 09:59:50,175.27,5011,5
8809,54,5,42,2024-03-23 06:01:26,799.96,1354,4
8810,56,9,81,2024-03-23 23:04:10,2384.62,11490,4
8811,60,7,69,2024-03-23 20:44:24,1205.28,11044,4
8812,61,5,41,2024-03-23 13:45:08,95.97,5981,4
8813,63,7,64,2024-03-23 01:35:20,350.97,9890,3
8814,66,1,1,2024-03-23 21:03:55,161.96,8944,4
8815,72,7,68,2024-03-23 03:01:25,10186.27,5774,4
8816,75,2,14,2024-03-23 15:22:47,2194.0,883,4
8817,78,2,13,2024-03-23 00:25:37,1677.88,2800,3
8818,89,6,56,2024-03-23 07:27:05,139.46,4080,5
8819,91,7,68,2024-03-23 14:21:47,801.0,2981,5
8820,92,7,67,2024-03-23 04:22:19,4186.71,10079,2
8821,100,7,66,2024-03-23 12:26:46,377.99,6660,1
8822,101,6,54,2024-03-23 12:14:47,944.97,1247,5
8823,108,5,43,2024-03-23 09:43:54,98.7,3898,5
8824,114,4,32,2024-03-23 13:41:43,1507.68,9918,3
8825,128,4,32,2024-03-23 09:53:09,404.99,1126,2
8826,138,9,84,2024-03-23 15:00:02,129.58,11571,3
8827,144,3,26,2024-03-23 15:47:42,1036.77,685,3
8828,145,3,24,2024-03-23 08:19:04,76.68,12672,4
8829,148,5,41,2024-03-23 17:00:05,717.6,8394,2
8830,157,7,70,2024-03-23 19:16:35,359.96,7230,2
8831,163,5,43,2024-03-23 15:32:41,72.89,3223,1
8832,181,2,11,2024-03-23 07:12:45,335.96,2500,4
8833,185,1,1,2024-03-23 07:21:55,1259.96,1706,5
8834,191,9,84,2024-03-23 04:15:03,161.99,606,1
8835,194,8,76,2024-03-23 16:12:25,1999.95,5807,5
8836,195,1,1,2024-03-23 07:20:28,5657.64,9193,5
8837,3,8,76,2024-03-24 09:54:50,2599.99,8784,2
8838,4,3,24,2024-03-24 05:51:29,54.95,3845,1
8839,6,2,10,2024-03-24 05:12:34,349.75,6293,5
8840,7,6,55,2024-03-24 11:32:27,109.23,2230,1
8841,8,5,44,2024-03-24 19:39:49,316.77,8698,2
8842,14,7,69,2024-03-24 16:59:42,147.59,6429,1
8843,15,6,52,2024-03-24 10:53:10,1052.97,9121,3
8844,16,1,1,2024-03-24 10:09:54,102.57,1083,3
8845,18,5,41,2024-03-24 11:23:25,521.99,7922,1
8846,25,5,43,2024-03-24 06:57:39,1087.5,7983,5
8847,30,4,30,2024-03-24 17:27:59,340.15,9644,5
8848,31,7,67,2024-03-24 17:38:24,251.99,1195,1
8849,39,1,2,2024-03-24 05:11:40,73.05,14180,4
8850,44,5,43,2024-03-24 18:36:44,127.75,2590,3
8851,56,9,83,2024-03-24 01:17:10,527.08,14258,4
8852,58,4,31,2024-03-24 12:13:07,133.92,13364,1
8853,62,6,51,2024-03-24 08:10:29,226.76,13814,4
8854,68,1,1,2024-03-24 11:58:19,364.45,5589,5
8855,81,4,30,2024-03-24 22:41:45,2071.44,11778,3
8856,82,5,42,2024-03-24 11:06:12,80.0,2817,2
8857,84,2,12,2024-03-24 09:54:28,193.12,1844,2
8858,105,5,41,2024-03-24 16:08:59,674.95,3736,5
8859,109,7,70,2024-03-24 01:11:53,4688.44,3273,2
8860,114,9,84,2024-03-24 09:59:20,571.05,4405,5
8861,121,2,11,2024-03-24 01:46:59,290.69,11883,2
8862,124,3,27,2024-03-24 23:11:28,67.76,11270,5
8863,133,6,51,2024-03-24 01:56:36,716.4,5437,4
8864,137,4,31,2024-03-24 12:06:40,56.65,5792,1
8865,143,1,2,2024-03-24 04:12:04,352.8,9592,5
8866,145,9,83,2024-03-24 00:41:10,2449.44,4153,2
8867,146,9,81,2024-03-24 11:58:34,245.25,12777,5
8868,148,3,27,2024-03-24 20:00:33,7199.96,4186,5
8869,165,4,32,2024-03-24 04:23:25,118.77,9464,5
8870,168,2,11,2024-03-24 15:10:58,66.67,3533,1
8871,171,6,51,2024-03-24 22:50:13,179.96,3343,4
8872,176,6,57,2024-03-24 10:11:57,80.09,8356,1
8873,179,7,69,2024-03-24 11:24:18,5.4,4170,3
8874,195,3,28,2024-03-24 21:19:42,284.99,3819,3
8875,197,6,56,2024-03-24 21:43:37,288.55,11425,3
8876,1,4,32,2024-03-25 16:41:13,242.98,8801,2
8877,2,5,43,2024-03-25 02:39:12,769.45,4227,5
8878,8,3,23,2024-03-25 21:12:47,39.99,13066,1
8879,12,7,69,2024-03-25 07:50:10,6469.2,8891,3
8880,14,3,24,2024-03-25 07:59:26,539.97,11881,5
8881,22,9,84,2024-03-25 12:43:19,360.97,4231,3
8882,30,1,2,2024-03-25 21:52:13,950.36,6565,5
8883,32,6,52,2024-03-25 02:52:20,269.99,4646,1
8884,36,1,1,2024-03-25 02:21:06,57.37,14129,1
8885,44,9,81,2024-03-25 20:42:10,537.3,12264,5
8886,52,1,1,2024-03-25 08:16:13,1741.45,4259,5
8887,53,5,44,2024-03-25 21:59:05,449.97,8554,3
8888,60,5,42,2024-03-25 05:51:10,201.99,4390,1
8889,64,5,42,2024-03-25 18:59:06,300.99,627,2
8890,66,3,27,2024-03-25 13:45:49,39.98,4341,4
8891,71,1,1,2024-03-25 03:31:59,121.36,10709,3
8892,88,7,69,2024-03-25 14:04:00,1721.5,5120,4
8893,93,3,25,2024-03-25 10:31:20,440.97,11616,5
8894,107,6,54,2024-03-25 19:20:28,34.51,14016,2
8895,108,5,41,2024-03-25 23:19:51,476.78,633,2
8896,112,7,71,2024-03-25 01:07:20,264.14,10562,1
8897,114,5,43,2024-03-25 17:42:31,319.96,11638,4
8898,126,9,82,2024-03-25 21:21:01,112.13,1136,1
8899,128,1,1,2024-03-25 01:50:23,170.16,7443,4
8900,135,8,76,2024-03-25 17:00:52,754.99,10870,1
8901,148,4,32,2024-03-25 07:49:32,409.47,9862,5
8902,152,6,53,2024-03-25 16:06:54,1336.45,774,5
8903,159,5,43,2024-03-25 11:38:06,98.99,85,3
8904,163,7,69,2024-03-25 01:13:52,890.97,12404,3
8905,164,8,76,2024-03-25 06:44:40,389.85,9607,3
8906,168,6,53,2024-03-25 09:09:42,412.18,6895,1
8907,169,9,81,2024-03-25 09:31:58,346.49,7334,1
8908,176,6,56,2024-03-25 20:35:17,1796.4,6021,2
8909,180,9,82,2024-03-25 07:15:52,95.4,8486,1
8910,184,9,81,2024-03-25 19:56:40,49.22,12845,5
8911,185,5,41,2024-03-25 15:49:58,695.98,3450,3
8912,187,7,66,2024-03-25 14:50:40,791.91,1459,3
8913,8,1,2,2024-03-26 04:51:27,331.18,7596,2
8914,17,6,53,2024-03-26 01:57:43,10.61,392,1
8915,18,6,55,2024-03-26 21:49:51,1800.0,10654,5
8916,22,2,11,2024-03-26 06:39:10,55.98,6583,2
8917,23,5,42,2024-03-26 09:37:45,76.78,955,3
8918,25,3,28,2024-03-26 07:11:31,1435.18,5054,3
8919,46,1,1,2024-03-26 10:11:02,3239.96,7293,4
8920,52,1,2,2024-03-26 10:56:51,899.77,7077,5
8921,56,9,85,2024-03-26 15:40:23,673.92,2889,4
8922,58,6,55,2024-03-26 23:05:25,100.76,9439,5
8923,60,5,43,2024-03-26 07:58:35,113.33,12142,1
8924,69,2,10,2024-03-26 20:11:19,629.98,3443,2
8925,100,6,51,2024-03-26 18:33:41,718.2,6546,2
8926,102,4,31,2024-03-26 00:34:17,1930.85,12281,3
8927,104,3,23,2024-03-26 03:56:32,594.97,13448,5
8928,105,1,2,2024-03-26 05:38:10,170.95,8615,1
8929,107,7,71,2024-03-26 05:45:42,242.99,5282,1
8930,108,3,23,2024-03-26 12:45:34,103.49,8336,1
8931,120,2,13,2024-03-26 19:33:42,118.93,3099,2
8932,125,6,54,2024-03-26 13:55:25,47.87,3222,1
8933,137,9,82,2024-03-26 17:00:30,444.69,1417,1
8934,139,2,10,2024-03-26 22:44:07,2996.0,5116,5
8935,143,3,24,2024-03-26 08:00:22,292.0,9598,5
8936,144,7,67,2024-03-26 04:51:43,539.99,13849,1
8937,155,8,76,2024-03-26 02:51:53,34.99,13426,1
8938,157,7,68,2024-03-26 19:55:57,15.11,278,1
8939,160,8,76,2024-03-26 21:27:29,359.96,7361,4
8940,168,1,1,2024-03-26 08:05:54,602.99,13838,2
8941,171,2,12,2024-03-26 01:33:27,3796.0,7909,5
8942,180,7,64,2024-03-26 20:34:35,526.5,10703,5
8943,183,6,51,2024-03-26 01:44:25,449.95,11375,5
8944,185,2,13,2024-03-26 03:28:11,584.77,6065,5
8945,190,9,82,2024-03-26 15:39:13,801.87,4468,3
8946,192,3,26,2024-03-26 17:19:18,14.97,13685,1
8947,196,9,85,2024-03-26 00:51:22,32.85,9996,1
8948,199,8,76,2024-03-26 09:41:03,403.96,13783,4
8949,2,8,76,2024-03-27 15:57:21,104.85,10404,3
8950,3,5,43,2024-03-27 09:18:53,449.99,12922,3
8951,8,7,69,2024-03-27 22:31:47,33.15,8866,1
8952,9,1,2,2024-03-27 14:29:48,129.57,3433,5
8953,11,7,67,2024-03-27 00:41:16,503.98,1247,2
8954,13,9,84,2024-03-27 12:15:57,71.81,9363,1
8955,26,9,85,2024-03-27 14:18:39,1070.87,8265,4
8956,28,2,14,2024-03-27 18:29:10,474.21,14579,5
8957,39,7,71,2024-03-27 00:00:26,1889.98,9564,2
8958,41,1,1,2024-03-27 23:45:08,269.97,2894,3
8959,43,9,84,2024-03-27 17:50:14,314.1,6408,1
8960,44,3,24,2024-03-27 05:57:59,559.97,10736,4
8961,45,7,69,2024-03-27 15:16:52,37.8,13940,2
8962,57,4,31,2024-03-27 03:54:46,2375.99,12104,2
8963,65,2,10,2024-03-27 15:57:00,207.98,5952,2
8964,67,6,51,2024-03-27 01:48:32,1241.1,2062,1
8965,71,6,57,2024-03-27 13:57:14,809.98,8985,2
8966,73,8,76,2024-03-27 06:30:39,1049.97,4865,3
8967,83,4,30,2024-03-27 04:37:34,241.18,3755,4
8968,88,8,76,2024-03-27 17:19:32,414.4,5197,2
8969,90,5,44,2024-03-27 04:19:56,649.95,6812,5
8970,94,1,2,2024-03-27 04:02:23,217.95,6227,5
8971,102,9,81,2024-03-27 10:24:03,53.38,4122,2
8972,106,1,1,2024-03-27 00:45:40,1223.98,7936,2
8973,111,7,64,2024-03-27 19:27:51,161.1,11309,1
8974,125,5,44,2024-03-27 05:25:28,2204.96,718,3
8975,128,1,2,2024-03-27 07:29:10,1943.92,9321,5
8976,129,2,14,2024-03-27 13:06:41,132.99,7198,1
8977,130,3,26,2024-03-27 12:31:07,559.97,4563,4
8978,132,8,76,2024-03-27 16:09:16,149.99,11084,1
8979,137,4,31,2024-03-27 09:23:55,202.49,5310,3
8980,140,3,24,2024-03-27 08:29:30,2876.8,588,4
8981,143,5,41,2024-03-27 20:52:56,9.28,4421,1
8982,145,8,76,2024-03-27 00:53:55,2134.97,13114,5
8983,147,2,10,2024-03-27 01:01:03,38.0,10960,1
8984,148,2,15,2024-03-27 21:09:46,123.29,27,1
8985,150,7,66,2024-03-27 21:09:31,704.67,13626,5
8986,153,2,10,2024-03-27 01:39:02,521.5,10902,5
8987,155,3,28,2024-03-27 00:47:34,146.98,12899,1
8988,160,7,65,2024-03-27 18:54:24,1326.49,13639,4
8989,163,3,27,2024-03-27 19:05:31,251.96,14342,4
8990,175,5,41,2024-03-27 05:06:23,1616.82,8525,5
8991,185,4,32,2024-03-27 19:54:29,19.52,951,1
8992,196,1,1,2024-03-27 13:16:59,65.13,14043,5
8993,5,7,65,2024-03-28 10:43:39,863.96,10005,4
8994,10,6,55,2024-03-28 16:22:35,1077.3,11213,3
8995,14,9,85,2024-03-28 11:41:03,84.08,9529,5
8996,17,3,23,2024-03-28 09:59:42,89.98,9467,2
8997,18,9,82,2024-03-28 14:24:36,1125.61,14203,4
8998,19,1,2,2024-03-28 14:25:46,3656.34,12277,5
8999,22,2,11,2024-03-28 13:31:18,719.96,11881,5
9000,30,4,32,2024-03-28 05:28:26,116.98,1497,4
9001,31,1,1,2024-03-28 07:18:49,2246.38,2331,2
9002,33,1,2,2024-03-28 03:12:45,323.98,2773,4
9003,38,6,53,2024-03-28 22:24:19,269.1,3441,1
9004,43,5,43,2024-03-28 11:20:11,40.78,275,3
9005,48,2,10,2024-03-28 00:26:51,26.99,7565,1
9006,64,2,13,2024-03-28 11:19:17,91.78,4883,2
9007,70,2,15,2024-03-28 14:54:32,538.2,1582,3
9008,75,9,84,2024-03-28 21:54:38,967.14,6364,3
9009,78,6,57,2024-03-28 11:37:52,241.6,6502,3
9010,102,7,68,2024-03-28 00:09:59,251.98,6453,2
9011,111,9,84,2024-03-28 10:03:28,203.56,6880,2
9012,113,7,68,2024-03-28 03:49:08,404.1,8036,1
9013,117,1,1,2024-03-28 13:49:32,129.59,4306,2
9014,120,9,82,2024-03-28 05:12:29,9962.88,10424,3
9015,124,7,64,2024-03-28 23:56:26,971.8,11983,2
9016,126,9,84,2024-03-28 23:29:53,575.97,877,4
9017,131,8,76,2024-03-28 00:22:13,1263.84,4659,4
9018,137,8,76,2024-03-28 05:58:18,1540.78,3573,1
